Player,Team,Position,GP,TOI,Goals,Total_Assists,Primary_Assist,Secondary_Assist,Total_Points,goals_per_60,assists_per_60,points_per_60,IPP,Shots,Shooting_Perc,ixG,iCF,iFF,iSCF,iHDCF,Rush_Attempts,Rebounds_Created,PIM,Total_Penalties,Minor,Major,Misconduct,Penalties_Drawn,Giveaways,Takeaways,Hits,Hits_Taken,Shots_Blocked,Faceoffs_Won,Faceoffs_Lost,Faceoffs_Perc
Brandon Duhaime,MIN,R,23,229.7167,2,5,3,2,7,0.522,1.306,1.828,70.00,38,5.26,3.38,54,45,30,15,2,3,30,9,5,4,0,1,3,4,53,24,2,1,4,20.00
Alexander Barabanov,S.J,L,18,253.2833,1,6,3,3,7,0.237,1.421,1.658,70.00,13,7.69,1.03,22,16,13,8,3,0,0,0,0,0,0,0,5,8,9,23,12,0,1,0.00
Nikolaj Ehlers,WPG,L,22,336.3667,5,4,1,3,9,0.892,0.714,1.605,69.23,59,8.47,4.70,119,89,60,18,6,6,0,0,0,0,0,6,8,14,10,24,8,0,0,0.00
Brady Tkachuk,OTT,L,18,248.8333,4,7,6,1,11,0.965,1.688,2.652,68.75,30,13.33,2.80,55,41,37,16,1,6,19,8,7,1,0,5,11,4,71,28,5,16,15,51.61
Kasperi Kapanen,PIT,R,23,306.1667,5,3,2,1,8,0.980,0.588,1.568,66.67,38,13.16,2.39,66,51,39,10,4,5,4,2,2,0,0,0,7,14,24,22,8,0,0,0.00
Parker Kelly,OTT,L,11,90.9833,1,1,0,1,2,0.659,0.659,1.319,66.67,9,11.11,1.28,19,13,12,7,1,1,4,2,2,0,0,1,3,2,26,17,5,0,0,0.00
Adam Fox,NYR,D,21,373.1000,3,9,3,6,12,0.482,1.447,1.930,66.67,28,10.71,1.04,49,37,19,1,0,4,10,5,5,0,0,4,11,20,7,28,38,0,0,0.00
Sonny Milano,ANA,L,19,231.6167,2,8,6,2,10,0.518,2.072,2.590,66.67,24,8.33,2.23,45,32,27,10,0,2,0,0,0,0,0,2,10,7,9,28,3,0,0,0.00
Givani Smith,DET,R,18,146.3833,1,1,1,0,2,0.410,0.410,0.820,66.67,18,5.56,2.03,28,24,16,9,1,2,17,7,6,1,0,2,4,2,33,16,8,0,0,0.00
Luke Schenn,VAN,D,10,129.6333,0,4,3,1,4,0.000,1.851,1.851,66.67,11,0.00,0.22,28,13,4,0,0,0,10,2,0,2,0,0,5,0,35,17,6,0,0,0.00
Henri Jokiharju,BUF,D,7,114.4167,0,2,0,2,2,0.000,1.049,1.049,66.67,8,0.00,0.32,18,10,3,1,1,2,4,2,2,0,0,1,4,1,2,8,6,0,0,0.00
Calle Rosen,STL,D,5,81.4500,0,2,0,2,2,0.000,1.473,1.473,66.67,5,0.00,0.22,14,7,5,1,0,2,0,0,0,0,0,0,4,0,0,3,4,0,0,0.00
Cal Clutterbuck,NYI,R,18,198.0000,2,0,0,0,2,0.606,0.000,0.606,66.67,20,10.00,1.07,28,24,16,4,0,0,0,0,0,0,0,3,5,5,70,20,6,4,0,100.00
Mitchell Marner,TOR,R,24,357.0000,3,7,5,2,10,0.504,1.176,1.681,66.67,37,8.11,3.30,79,58,46,14,2,2,2,1,1,0,0,5,14,23,5,17,8,1,0,100.00
Corey Perry,T.B,R,22,245.8333,1,3,3,0,4,0.244,0.732,0.976,66.67,34,2.94,3.97,57,50,46,26,6,0,6,3,3,0,0,5,5,4,22,29,11,5,0,100.00
Jordan Martinook,CAR,L,22,213.0333,1,5,3,2,6,0.282,1.408,1.690,66.67,18,5.56,1.87,49,35,27,9,3,1,6,3,3,0,0,2,7,3,28,34,5,7,4,63.64
Jujhar Khaira,CHI,L,16,193.6500,2,0,0,0,2,0.620,0.000,0.620,66.67,18,11.11,1.53,31,23,18,8,0,0,2,1,1,0,0,3,0,2,59,20,6,34,20,62.96
Andrew Copp,WPG,C,22,327.8833,3,7,5,2,10,0.549,1.281,1.830,66.67,44,6.82,3.56,65,54,44,15,0,2,8,4,4,0,0,1,8,8,23,21,6,115,71,61.83
Jimmy Vesey,N.J,L,21,244.9000,2,2,1,1,4,0.490,0.490,0.980,66.67,30,6.67,2.62,44,38,27,16,7,0,2,1,1,0,0,1,8,11,29,9,10,14,9,60.87
Justin Dowling,VAN,C,13,117.0500,1,1,1,0,2,0.513,0.513,1.025,66.67,11,9.09,0.99,18,15,9,7,1,1,0,0,0,0,0,1,1,2,7,13,7,3,2,60.00
Radek Faksa,DAL,C,21,274.9833,0,6,3,3,6,0.000,1.309,1.309,66.67,18,0.00,1.28,33,24,17,6,0,5,8,4,4,0,0,6,7,4,31,19,16,89,63,58.55
Jeff Carter,PIT,C,20,278.7500,3,3,2,1,6,0.646,0.646,1.291,66.67,42,7.14,2.86,71,51,36,17,3,4,10,5,5,0,0,1,6,6,22,19,11,136,102,57.14
Darren Helm,COL,C,20,196.3667,1,1,1,0,2,0.306,0.306,0.611,66.67,28,3.57,2.44,43,36,28,14,1,0,6,3,3,0,0,0,2,8,22,14,6,4,3,57.14
Brock Boeser,VAN,R,21,294.3667,1,1,0,1,2,0.204,0.204,0.408,66.67,34,2.94,3.35,81,55,43,15,4,5,2,1,1,0,0,3,4,9,9,6,12,4,3,57.14
Teddy Blueger,PIT,C,23,308.8667,5,3,1,2,8,0.971,0.583,1.554,66.67,32,15.63,2.73,50,41,31,14,2,2,2,1,1,0,0,1,8,11,36,28,11,121,95,56.02
Erik Haula,BOS,L,19,226.8833,1,3,2,1,4,0.264,0.793,1.058,66.67,26,3.85,2.24,39,36,23,11,2,2,4,2,2,0,0,1,6,5,36,17,4,82,65,55.78
Morgan Geekie,SEA,C,23,247.9667,2,2,1,1,4,0.484,0.484,0.968,66.67,25,8.00,1.86,40,31,26,9,4,2,4,2,2,0,0,3,4,6,16,33,7,108,89,54.82
Aleksander Barkov,FLA,C,15,205.5500,6,4,2,2,10,1.751,1.168,2.919,66.67,31,19.35,2.74,45,37,32,17,1,3,2,1,1,0,0,3,11,16,11,14,3,103,85,54.79
Kevin Rooney,NYR,C,21,224.5500,4,0,0,0,4,1.069,0.000,1.069,66.67,19,21.05,1.79,29,23,15,10,1,1,6,3,3,0,0,4,8,11,27,19,9,60,52,53.57
Curtis Lazar,BOS,C,15,155.4667,0,2,0,2,2,0.000,0.772,0.772,66.67,13,0.00,1.34,22,16,16,6,0,1,2,1,1,0,0,1,2,3,30,21,6,25,23,52.08
Nick Merkley,S.J,R,7,80.0167,1,1,1,0,2,0.750,0.750,1.500,66.67,6,16.67,0.80,13,11,9,5,2,0,0,0,0,0,0,1,1,6,7,6,1,1,1,50.00
Brandon Saad,STL,L,19,242.8667,4,2,2,0,6,0.988,0.494,1.482,66.67,25,16.00,2.68,40,32,27,14,1,2,4,2,2,0,0,0,4,9,5,14,5,3,3,50.00
Max Pacioretty,VGK,L,5,76.9333,2,2,0,2,4,1.560,1.560,3.120,66.67,21,9.52,0.87,24,21,9,3,1,2,0,0,0,0,0,0,3,2,8,7,4,1,1,50.00
Mika Zibanejad,NYR,C,21,278.8000,2,6,4,2,8,0.430,1.291,1.722,66.67,28,7.14,2.75,46,40,25,14,3,3,2,1,1,0,0,1,11,5,15,13,11,96,97,49.74
Mikael Backlund,CGY,C,23,286.1667,3,3,2,1,6,0.629,0.629,1.258,66.67,33,9.09,2.58,58,48,37,11,1,5,10,5,5,0,0,2,9,11,16,17,5,120,125,48.98
Zemgus Girgensons,BUF,L,23,271.0000,3,3,3,0,6,0.664,0.664,1.328,66.67,30,10.00,2.03,48,38,25,12,2,2,9,3,2,1,0,3,3,5,30,32,7,56,64,46.67
Pavel Zacha,N.J,C,21,289.2333,3,3,2,1,6,0.622,0.622,1.245,66.67,29,10.34,3.04,51,41,34,12,5,0,6,3,3,0,0,2,6,10,23,22,6,9,12,42.86
Jaden Schwartz,SEA,C,22,326.2167,2,8,6,2,10,0.368,1.471,1.839,66.67,40,5.00,3.65,73,59,39,16,0,1,8,4,4,0,0,5,8,15,28,31,8,5,7,41.67
Connor McMichael,WSH,C,22,248.6667,3,5,3,2,8,0.724,1.206,1.930,66.67,41,7.32,4.14,65,52,44,19,3,7,4,2,2,0,0,1,6,7,14,11,8,71,101,41.28
MacKenzie Entwistle,CHI,R,12,113.1167,1,1,0,1,2,0.530,0.530,1.061,66.67,3,33.33,0.23,5,5,3,2,0,0,0,0,0,0,0,0,6,4,28,15,4,9,13,40.91
Alexander Radulov,DAL,R,21,294.3500,1,3,2,1,4,0.204,0.612,0.815,66.67,25,4.00,3.21,50,40,35,20,2,3,4,2,2,0,0,3,5,15,15,25,22,2,3,40.00
Eetu Luostarinen,FLA,C,20,233.5333,5,1,0,1,6,1.285,0.257,1.542,66.67,22,22.73,2.64,43,31,29,17,2,6,2,1,1,0,0,3,7,9,22,41,13,74,118,38.54
Clayton Keller,ARI,R,23,344.6000,3,7,4,3,10,0.522,1.219,1.741,66.67,40,7.50,3.31,57,49,41,13,3,2,16,8,8,0,0,7,8,12,3,17,13,6,10,37.50
Jake Neighbours,STL,L,9,79.6833,1,1,1,0,2,0.753,0.753,1.506,66.67,8,12.50,0.55,10,9,8,5,0,0,2,1,1,0,0,1,1,0,10,13,1,1,2,33.33
Alexandre Texier,CBJ,C,21,249.4500,4,2,2,0,6,0.962,0.481,1.443,66.67,35,11.43,2.55,56,42,30,11,0,3,4,2,2,0,0,2,3,6,6,11,4,7,18,28.00
Jonathan Marchessault,VGK,C,17,245.0333,6,4,3,1,10,1.469,0.979,2.449,66.67,37,16.22,3.46,66,49,28,11,0,3,4,2,2,0,0,0,12,7,19,24,6,3,10,23.08
Blake Coleman,CGY,C,22,284.8833,3,3,2,1,6,0.632,0.632,1.264,66.67,56,5.36,3.89,84,66,47,18,0,2,15,6,5,1,0,4,10,6,47,17,15,2,7,22.22
Alexis Lafrenière,NYR,L,21,239.8167,5,1,0,1,6,1.251,0.250,1.501,66.67,20,25.00,2.38,35,28,25,10,2,2,4,2,2,0,0,5,4,5,32,20,7,3,15,16.67
David Pastrnak,BOS,R,20,289.2167,3,7,5,2,10,0.622,1.452,2.075,66.67,66,4.55,4.30,111,90,53,15,6,7,8,4,4,0,0,7,14,3,15,21,3,1,5,16.67
Valeri Nichushkin,COL,R,11,140.3167,3,5,2,3,8,1.283,2.138,3.421,66.67,15,20.00,1.82,31,24,24,10,1,0,2,1,1,0,0,3,6,7,14,7,2,0,6,0.00
Paul Cotter,VGK,C,6,52.3000,2,0,0,0,2,2.294,0.000,2.294,66.67,10,20.00,0.61,15,12,11,2,1,1,4,2,2,0,0,0,0,1,15,10,1,0,1,0.00
Gregory Hofmann,CBJ,C,18,191.5333,2,4,2,2,6,0.627,1.253,1.880,66.67,20,10.00,1.76,30,21,20,13,1,1,8,4,4,0,0,4,8,6,17,11,6,0,3,0.00
